id,name,country,price,type
1,B HADDIN,AUS,10,RHB
2,M RAHIM,BAN,5,RHB
3,J BUTTLER,ENG,5,RHB
4,M PRIOR,ENG,5,RHB
5,M. S. DHONI,IND,25,RHB
6,D KARTIK,IND,10,RHB
7,W SAHA,IND,5,RHB
8,B WATLING,NZ,5,RHB
9,B MCCULLUM,NZ,20,RHB
10,U AKMAL,PAK,10,RHB
11,K AKMAL,PAK,10,RHB
12, A DE VILLIERS,RSA,25,RHB
14,D CHANDIMAL,SL,10,RHB
15,D RAMDIN,WI,10,RHB
16,K SANGAKKARA,Sl,20,LHB
